DISTRITO,TECNOLOGÍA,RANGO_VELOC_BAJADA,EMPRESA
VILLA MARIA DEL TRIUNFO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.
VILLA MARIA DEL TRIUNFO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,GTD PERÚ S.A.
ANCON,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
ATE,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
ATE,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
BREÑA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
CARABAYLLO,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
CARABAYLLO,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
CARABAYLLO,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
CARABAYLLO,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
CHACLACAYO,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
CHORRILLOS,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
CIENEGUILLA,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
CIENEGUILLA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
CIENEGUILLA,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
CIENEGUILLA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
COMAS,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
COMAS,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
EL AGUSTINO,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
EL AGUSTINO,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
LA MOLINA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
LA MOLINA,Otras Tecnologías,30 Mbps <= BW < 50 Mbps,HUGHES DE PERÚ S.R.L.
LIMA,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
LIMA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
LIMA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
LIMA,Otras Tecnologías,30 Mbps <= BW < 50 Mbps,HUGHES DE PERÚ S.R.L.
LOS OLIVOS,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
LURIGANCHO,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
LURIGANCHO,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
LURIGANCHO,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
LURIGANCHO,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
LURIN,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
LURIN,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
LURIN,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
LURIN,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
LURIN,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
LURIN,Otras Tecnologías,30 Mbps <= BW < 50 Mbps,HUGHES DE PERÚ S.R.L.
MIRAFLORES,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
MIRAFLORES,Otras Tecnologías,30 Mbps <= BW < 50 Mbps,HUGHES DE PERÚ S.R.L.
PACHACAMAC,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
PACHACAMAC,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
PACHACAMAC,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
PACHACAMAC,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
PACHACAMAC,Otras Tecnologías,30 Mbps <= BW < 50 Mbps,HUGHES DE PERÚ S.R.L.
PUCUSANA,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
PUCUSANA,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
PUCUSANA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
PUCUSANA,Otras Tecnologías,30 Mbps <= BW < 50 Mbps,HUGHES DE PERÚ S.R.L.
PUENTE PIEDRA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
PUENTE PIEDRA,Otras Tecnologías,30 Mbps <= BW < 50 Mbps,HUGHES DE PERÚ S.R.L.
PUENTE PIEDRA,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
PUENTE PIEDRA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
PUNTA HERMOSA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
PUNTA HERMOSA,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
PUNTA HERMOSA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
PUNTA NEGRA,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
PUNTA NEGRA,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
RIMAC,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
SAN BARTOLO,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
SAN ISIDRO,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
SAN JUAN DE LURIGANCHO,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
SAN JUAN DE LURIGANCHO,Otras Tecnologías,30 Mbps <= BW < 50 Mbps,HUGHES DE PERÚ S.R.L.
SAN LUIS,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
SAN MARTIN DE PORRES,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
SANTA ANITA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
SANTA ROSA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
SANTIAGO DE SURCO,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
SANTIAGO DE SURCO,Otras Tecnologías,30 Mbps <= BW < 50 Mbps,HUGHES DE PERÚ S.R.L.
SANTIAGO DE SURCO,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
SURQUILLO,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
VILLA EL SALVADOR,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
VILLA EL SALVADOR,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
VILLA MARIA DEL TRIUNFO,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
VILLA MARIA DEL TRIUNFO,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
CIENEGUILLA,Otras Tecnologías,8 Mbps <= BW < 16 Mbps,INGENYO S.A.C.
LIMA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,INGENYO S.A.C.
SANTIAGO DE SURCO,Fibra Óptica,2048 <=  BW < 4096 kbps,INGENYO S.A.C.
JESUS MARIA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,INTERMAX S.A.C.
JESUS MARIA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,INTERMAX S.A.C.
JESUS MARIA,Fibra Óptica,BW >= 200 Mbps,INTERMAX S.A.C.
LOS OLIVOS,Fibra Óptica,50 Mbps <= BW < 100 Mbps,INTERMAX S.A.C.
VILLA EL SALVADOR,Fibra Óptica,50 Mbps <= BW < 100 Mbps,INTERMAX S.A.C.
LA MOLINA,Fibra Óptica,2048 <=  BW < 4096 kbps,INTERNEXA PERÚ S.A.
LA VICTORIA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,INTERNEXA PERÚ S.A.
LIMA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,INTERNEXA PERÚ S.A.
LIMA,Fibra Óptica,BW >= 200 Mbps,INTERNEXA PERÚ S.A.
LURIN,Fibra Óptica,8 Mbps <= BW < 16 Mbps,INTERNEXA PERÚ S.A.
LURIN,Fibra Óptica,100 Mbps <= BW < 200 Mbps,INTERNEXA PERÚ S.A.
MAGDALENA DEL MAR,Fibra Óptica,16 Mbps <= BW < 30 Mbps,INTERNEXA PERÚ S.A.
MAGDALENA DEL MAR,Fibra Óptica,BW >= 200 Mbps,INTERNEXA PERÚ S.A.
MIRAFLORES,Fibra Óptica,30 Mbps <= BW < 50 Mbps,INTERNEXA PERÚ S.A.
MIRAFLORES,Fibra Óptica,100 Mbps <= BW < 200 Mbps,INTERNEXA PERÚ S.A.
MIRAFLORES,Fibra Óptica,BW >= 200 Mbps,INTERNEXA PERÚ S.A.
SAN BORJA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,INTERNEXA PERÚ S.A.
SAN BORJA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,INTERNEXA PERÚ S.A.
SAN BORJA,Fibra Óptica,BW >= 200 Mbps,INTERNEXA PERÚ S.A.
SAN ISIDRO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,INTERNEXA PERÚ S.A.
SAN ISIDRO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,INTERNEXA PERÚ S.A.
SAN ISIDRO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,INTERNEXA PERÚ S.A.
SAN ISIDRO,Fibra Óptica,BW >= 200 Mbps,INTERNEXA PERÚ S.A.
SAN JUAN DE MIRAFLORES,Fibra Óptica,BW >= 200 Mbps,INTERNEXA PERÚ S.A.
SAN LUIS,Fibra Óptica,2048 <=  BW < 4096 kbps,INTERNEXA PERÚ S.A.
SAN MARTIN DE PORRES,Fibra Óptica,16 Mbps <= BW < 30 Mbps,INTERNEXA PERÚ S.A.
SANTIAGO DE SURCO,Fibra Óptica,2048 <=  BW < 4096 kbps,INTERNEXA PERÚ S.A.
SANTIAGO DE SURCO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,INTERNEXA PERÚ S.A.
SANTIAGO DE SURCO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,INTERNEXA PERÚ S.A.
SANTIAGO DE SURCO,Fibra Óptica,BW >= 200 Mbps,INTERNEXA PERÚ S.A.
VILLA MARIA DEL TRIUNFO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,INTERNEXA PERÚ S.A.
CARABAYLLO,Cablemódem,16 Mbps <= BW < 30 Mbps,INVERSIONES TELCOTEL S.A.C.
CARABAYLLO,Cablemódem,30 Mbps <= BW < 50 Mbps,INVERSIONES TELCOTEL S.A.C.
CARABAYLLO,Cablemódem,50 Mbps <= BW < 100 Mbps,INVERSIONES TELCOTEL S.A.C.
CARABAYLLO,Cablemódem,100 Mbps <= BW < 200 Mbps,INVERSIONES TELCOTEL S.A.C.
CARABAYLLO,Cablemódem,BW >= 200 Mbps,INVERSIONES TELCOTEL S.A.C.
CARABAYLLO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,INVERSIONES TELCOTEL S.A.C.
CARABAYLLO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,INVERSIONES TELCOTEL S.A.C.
CARABAYLLO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,INVERSIONES TELCOTEL S.A.C.
CARABAYLLO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,INVERSIONES TELCOTEL S.A.C.
CARABAYLLO,Fibra Óptica,BW >= 200 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemódem,16 Mbps <= BW < 30 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemódem,30 Mbps <= BW < 50 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemódem,50 Mbps <= BW < 100 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemódem,100 Mbps <= BW < 200 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemódem,BW >= 200 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Fibra Óptica,16 Mbps <= BW < 30 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Fibra Óptica,30 Mbps <= BW < 50 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Fibra Óptica,50 Mbps <= BW < 100 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Fibra Óptica,100 Mbps <= BW < 200 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Fibra Óptica,BW >= 200 Mbps,INVERSIONES TELCOTEL S.A.C.
INDEPENDENCIA,Cablemódem,16 Mbps <= BW < 30 Mbps,INVERSIONES TELCOTEL S.A.C.
INDEPENDENCIA,Cablemódem,30 Mbps <= BW < 50 Mbps,INVERSIONES TELCOTEL S.A.C.
INDEPENDENCIA,Cablemódem,50 Mbps <= BW < 100 Mbps,INVERSIONES TELCOTEL S.A.C.
INDEPENDENCIA,Cablemódem,100 Mbps <= BW < 200 Mbps,INVERSIONES TELCOTEL S.A.C.
INDEPENDENCIA,Cablemódem,BW >= 200 Mbps,INVERSIONES TELCOTEL S.A.C.
INDEPENDENCIA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,INVERSIONES TELCOTEL S.A.C.
INDEPENDENCIA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,INVERSIONES TELCOTEL S.A.C.
INDEPENDENCIA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,INVERSIONES TELCOTEL S.A.C.
INDEPENDENCIA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,INVERSIONES TELCOTEL S.A.C.
INDEPENDENCIA,Fibra Óptica,BW >= 200 Mbps,INVERSIONES TELCOTEL S.A.C.
LOS OLIVOS,Cablemódem,16 Mbps <= BW < 30 Mbps,INVERSIONES TELCOTEL S.A.C.
LOS OLIVOS,Cablemódem,30 Mbps <= BW < 50 Mbps,INVERSIONES TELCOTEL S.A.C.
LOS OLIVOS,Cablemódem,50 Mbps <= BW < 100 Mbps,INVERSIONES TELCOTEL S.A.C.
LOS OLIVOS,Cablemódem,100 Mbps <= BW < 200 Mbps,INVERSIONES TELCOTEL S.A.C.
LOS OLIVOS,Cablemódem,BW >= 200 Mbps,INVERSIONES TELCOTEL S.A.C.
LOS OLIVOS,Fibra Óptica,16 Mbps <= BW < 30 Mbps,INVERSIONES TELCOTEL S.A.C.
LOS OLIVOS,Fibra Óptica,30 Mbps <= BW < 50 Mbps,INVERSIONES TELCOTEL S.A.C.
LOS OLIVOS,Fibra Óptica,50 Mbps <= BW < 100 Mbps,INVERSIONES TELCOTEL S.A.C.
LOS OLIVOS,Fibra Óptica,100 Mbps <= BW < 200 Mbps,INVERSIONES TELCOTEL S.A.C.
LOS OLIVOS,Fibra Óptica,BW >= 200 Mbps,INVERSIONES TELCOTEL S.A.C.
SAN MARTIN DE PORRES,Cablemódem,16 Mbps <= BW < 30 Mbps,INVERSIONES TELCOTEL S.A.C.
SAN MARTIN DE PORRES,Cablemódem,30 Mbps <= BW < 50 Mbps,INVERSIONES TELCOTEL S.A.C.
SAN MARTIN DE PORRES,Cablemódem,50 Mbps <= BW < 100 Mbps,INVERSIONES TELCOTEL S.A.C.
SAN MARTIN DE PORRES,Cablemódem,100 Mbps <= BW < 200 Mbps,INVERSIONES TELCOTEL S.A.C.
SAN MARTIN DE PORRES,Cablemódem,BW >= 200 Mbps,INVERSIONES TELCOTEL S.A.C.
SAN MARTIN DE PORRES,Fibra Óptica,16 Mbps <= BW < 30 Mbps,INVERSIONES TELCOTEL S.A.C.
SAN MARTIN DE PORRES,Fibra Óptica,30 Mbps <= BW < 50 Mbps,INVERSIONES TELCOTEL S.A.C.
SAN MARTIN DE PORRES,Fibra Óptica,50 Mbps <= BW < 100 Mbps,INVERSIONES TELCOTEL S.A.C.
SAN MARTIN DE PORRES,Fibra Óptica,100 Mbps <= BW < 200 Mbps,INVERSIONES TELCOTEL S.A.C.
SAN MARTIN DE PORRES,Fibra Óptica,BW >= 200 Mbps,INVERSIONES TELCOTEL S.A.C.
MAGDALENA DEL MAR,Fibra Óptica,16 Mbps <= BW < 30 Mbps,IWAY TELECOM S.A.C.
MAGDALENA DEL MAR,Fibra Óptica,50 Mbps <= BW < 100 Mbps,IWAY TELECOM S.A.C.
MAGDALENA DEL MAR,Fibra Óptica,100 Mbps <= BW < 200 Mbps,IWAY TELECOM S.A.C.
MAGDALENA DEL MAR,Fibra Óptica,BW >= 200 Mbps,IWAY TELECOM S.A.C.
MAGDALENA DEL MAR,Fibra Óptica,16 Mbps <= BW < 30 Mbps,IWAY TELECOM S.A.C.
MAGDALENA DEL MAR,Fibra Óptica,50 Mbps <= BW < 100 Mbps,IWAY TELECOM S.A.C.
MAGDALENA DEL MAR,Fibra Óptica,100 Mbps <= BW < 200 Mbps,IWAY TELECOM S.A.C.
MAGDALENA DEL MAR,Fibra Óptica,BW >= 200 Mbps,IWAY TELECOM S.A.C.
MIRAFLORES,Fibra Óptica,16 Mbps <= BW < 30 Mbps,IWAY TELECOM S.A.C.
MIRAFLORES,Fibra Óptica,50 Mbps <= BW < 100 Mbps,IWAY TELECOM S.A.C.
MIRAFLORES,Fibra Óptica,100 Mbps <= BW < 200 Mbps,IWAY TELECOM S.A.C.
MIRAFLORES,Fibra Óptica,BW >= 200 Mbps,IWAY TELECOM S.A.C.
MIRAFLORES,Fibra Óptica,16 Mbps <= BW < 30 Mbps,IWAY TELECOM S.A.C.
MIRAFLORES,Fibra Óptica,50 Mbps <= BW < 100 Mbps,IWAY TELECOM S.A.C.
MIRAFLORES,Fibra Óptica,100 Mbps <= BW < 200 Mbps,IWAY TELECOM S.A.C.
MIRAFLORES,Fibra Óptica,BW >= 200 Mbps,IWAY TELECOM S.A.C.
SANTIAGO DE SURCO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,IWAY TELECOM S.A.C.
SANTIAGO DE SURCO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,IWAY TELECOM S.A.C.
SANTIAGO DE SURCO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,IWAY TELECOM S.A.C.
SANTIAGO DE SURCO,Fibra Óptica,BW >= 200 Mbps,IWAY TELECOM S.A.C.
SANTIAGO DE SURCO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,IWAY TELECOM S.A.C.
SANTIAGO DE SURCO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,IWAY TELECOM S.A.C.
SANTIAGO DE SURCO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,IWAY TELECOM S.A.C.
SANTIAGO DE SURCO,Fibra Óptica,BW >= 200 Mbps,IWAY TELECOM S.A.C.
BREÑA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,LATINCABLE S.R.L.
BREÑA,Fibra Óptica,BW >= 200 Mbps,LATINCABLE S.R.L.
BREÑA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,LATINCABLE S.R.L.
BREÑA,Fibra Óptica,BW >= 200 Mbps,LATINCABLE S.R.L.
INDEPENDENCIA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,LATINCABLE S.R.L.
INDEPENDENCIA,Fibra Óptica,BW >= 200 Mbps,LATINCABLE S.R.L.
INDEPENDENCIA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,LATINCABLE S.R.L.
INDEPENDENCIA,Fibra Óptica,BW >= 200 Mbps,LATINCABLE S.R.L.
SAN MARTIN DE PORRES,Fibra Óptica,100 Mbps <= BW < 200 Mbps,LATINCABLE S.R.L.
SAN MARTIN DE PORRES,Fibra Óptica,BW >= 200 Mbps,LATINCABLE S.R.L.
SAN MARTIN DE PORRES,Fibra Óptica,100 Mbps <= BW < 200 Mbps,LATINCABLE S.R.L.
SAN MARTIN DE PORRES,Fibra Óptica,BW >= 200 Mbps,LATINCABLE S.R.L.
ANCON,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
ANCON,Fibra Óptica,30 Mbps <= BW < 50 Mbps,NEXTNET S.A.C.
ATE,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
ATE,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NEXTNET S.A.C.
ATE,Fibra Óptica,BW >= 200 Mbps,NEXTNET S.A.C.
BARRANCO,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
BARRANCO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NEXTNET S.A.C.
BARRANCO,Fibra Óptica,BW >= 200 Mbps,NEXTNET S.A.C.
BREÑA,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
CARABAYLLO,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
CHACLACAYO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NEXTNET S.A.C.
CHORRILLOS,Fibra Óptica,50 Mbps <= BW < 100 Mbps,NEXTNET S.A.C.
CHORRILLOS,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NEXTNET S.A.C.
CHORRILLOS,Fibra Óptica,BW >= 200 Mbps,NEXTNET S.A.C.
COMAS,Fibra Óptica,4 Mbps <= BW < 8 Mbps,NEXTNET S.A.C.
EL AGUSTINO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,NEXTNET S.A.C.
INDEPENDENCIA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,NEXTNET S.A.C.
INDEPENDENCIA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NEXTNET S.A.C.
JESUS MARIA,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
JESUS MARIA,Fibra Óptica,BW >= 200 Mbps,NEXTNET S.A.C.
LA MOLINA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,NEXTNET S.A.C.
LA MOLINA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,NEXTNET S.A.C.
LA MOLINA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NEXTNET S.A.C.
LA MOLINA,Fibra Óptica,BW >= 200 Mbps,NEXTNET S.A.C.
LA VICTORIA,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
LA VICTORIA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,NEXTNET S.A.C.
LA VICTORIA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,NEXTNET S.A.C.
LA VICTORIA,Fibra Óptica,BW >= 200 Mbps,NEXTNET S.A.C.
LIMA,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
LIMA,Fibra Óptica,4 Mbps <= BW < 8 Mbps,NEXTNET S.A.C.
LIMA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,NEXTNET S.A.C.
LIMA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,NEXTNET S.A.C.
LIMA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NEXTNET S.A.C.
LIMA,Fibra Óptica,BW >= 200 Mbps,NEXTNET S.A.C.
LINCE,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
LINCE,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NEXTNET S.A.C.
LINCE,Fibra Óptica,BW >= 200 Mbps,NEXTNET S.A.C.
LOS OLIVOS,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
LOS OLIVOS,Fibra Óptica,30 Mbps <= BW < 50 Mbps,NEXTNET S.A.C.
LOS OLIVOS,Fibra Óptica,50 Mbps <= BW < 100 Mbps,NEXTNET S.A.C.
LOS OLIVOS,Fibra Óptica,BW >= 200 Mbps,NEXTNET S.A.C.
LURIGANCHO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,NEXTNET S.A.C.
LURIN,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
MAGDALENA DEL MAR,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
MAGDALENA DEL MAR,Fibra Óptica,4 Mbps <= BW < 8 Mbps,NEXTNET S.A.C.
MAGDALENA DEL MAR,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NEXTNET S.A.C.
MAGDALENA DEL MAR,Fibra Óptica,BW >= 200 Mbps,NEXTNET S.A.C.
MIRAFLORES,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
MIRAFLORES,Fibra Óptica,30 Mbps <= BW < 50 Mbps,NEXTNET S.A.C.
MIRAFLORES,Fibra Óptica,50 Mbps <= BW < 100 Mbps,NEXTNET S.A.C.
MIRAFLORES,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NEXTNET S.A.C.
MIRAFLORES,Fibra Óptica,BW >= 200 Mbps,NEXTNET S.A.C.
PACHACAMAC,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
PACHACAMAC,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NEXTNET S.A.C.
PUCUSANA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NEXTNET S.A.C.
PUEBLO LIBRE,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NEXTNET S.A.C.
PUENTE PIEDRA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NEXTNET S.A.C.
PUENTE PIEDRA,Fibra Óptica,BW >= 200 Mbps,NEXTNET S.A.C.
PUNTA HERMOSA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,NEXTNET S.A.C.
PUNTA HERMOSA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NEXTNET S.A.C.
RIMAC,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
RIMAC,Fibra Óptica,BW >= 200 Mbps,NEXTNET S.A.C.
SAN BORJA,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
SAN BORJA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,NEXTNET S.A.C.
SAN BORJA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,NEXTNET S.A.C.
SAN BORJA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NEXTNET S.A.C.
SAN BORJA,Fibra Óptica,BW >= 200 Mbps,NEXTNET S.A.C.
